policy,character_id,seed,outcome,total_reward,steps,completed_nodes,fights_won,gold,deck_size,relic_count,damage_dealt,damage_taken
random,failed_wizard,1690007,defeat,6.129999999999967,86,9,6,178,15,0,316.0,95.0
heuristic,failed_wizard,1690007,win,154.1599999999999,86,10,9,394,18,0,489.0,65.0
linear_q,failed_wizard,1690007,win,161.2199999999999,75,10,9,365,18,0,489.0,46.0
random,failed_wizard,1690008,defeat,-30.84000000000002,88,7,3,83,12,1,73.0,76.0
heuristic,failed_wizard,1690008,defeat,20.259999999999884,121,9,6,181,16,2,372.0,76.0
linear_q,failed_wizard,1690008,defeat,17.039999999999907,109,9,6,193,16,0,415.0,83.0
random,failed_wizard,1690009,defeat,17.769999999999932,98,9,6,194,15,3,311.0,76.0
heuristic,failed_wizard,1690009,defeat,19.20999999999991,110,9,6,175,16,3,412.0,76.0
linear_q,failed_wizard,1690009,defeat,41.03999999999997,87,9,8,239,18,1,436.0,76.0
random,failed_wizard,1690010,defeat,1.2199999999999633,125,9,5,171,16,3,242.0,86.0
heuristic,failed_wizard,1690010,defeat,21.549999999999976,114,9,6,206,17,2,372.0,76.0
linear_q,failed_wizard,1690010,defeat,29.36999999999992,121,9,7,234,18,0,412.0,76.0
random,failed_wizard,1690011,defeat,-30.750000000000014,78,4,3,96,13,1,95.0,76.0
heuristic,failed_wizard,1690011,defeat,0.4799999999999329,133,9,5,158,15,1,294.0,78.0
linear_q,failed_wizard,1690011,defeat,6.07999999999997,74,9,5,150,14,1,375.0,76.0
random,failed_wizard,1690012,defeat,11.839999999999968,114,7,6,193,13,0,277.0,76.0
heuristic,failed_wizard,1690012,defeat,34.04999999999979,169,9,7,250,18,0,494.0,76.0
linear_q,failed_wizard,1690012,defeat,35.37999999999995,91,9,7,230,17,0,391.0,76.0
random,failed_wizard,1690013,defeat,-0.5100000000000477,115,9,5,155,15,1,282.0,86.0
heuristic,failed_wizard,1690013,defeat,9.649999999999935,96,9,6,196,15,1,300.0,76.0
linear_q,failed_wizard,1690013,defeat,0.30000000000001137,74,9,5,148,14,1,289.0,76.0
random,failed_wizard,1690014,defeat,7.309999999999981,153,9,6,204,16,1,318.0,95.0
heuristic,failed_wizard,1690014,defeat,13.16999999999991,174,9,5,192,15,3,399.0,76.0
linear_q,failed_wizard,1690014,defeat,32.48999999999982,129,9,7,255,15,1,401.0,76.0
random,failed_wizard,1690015,defeat,-40.25000000000002,75,4,2,74,12,2,67.0,76.0
heuristic,failed_wizard,1690015,defeat,-40.46000000000002,74,4,2,74,12,2,55.0,76.0
linear_q,failed_wizard,1690015,defeat,7.120000000000012,70,9,5,174,16,2,350.0,76.0
random,failed_wizard,1690016,defeat,2.0899999999999537,111,8,5,187,13,1,244.0,76.0
heuristic,failed_wizard,1690016,defeat,23.009999999999913,105,9,6,203,17,1,435.0,76.0
linear_q,failed_wizard,1690016,defeat,31.319999999999915,91,9,7,262,17,1,440.0,76.0
random,failed_wizard,1690017,defeat,-6.960000000000001,111,9,5,173,14,1,224.0,105.0
heuristic,failed_wizard,1690017,defeat,9.859999999999943,143,9,5,172,15,2,417.0,76.0
linear_q,failed_wizard,1690017,win,112.71999999999991,113,10,6,292,15,1,405.0,77.0
random,failed_wizard,1690018,defeat,-14.860000000000024,112,7,4,114,12,2,197.0,87.0
heuristic,failed_wizard,1690018,win,135.2999999999999,125,10,7,293,16,2,492.0,50.0
linear_q,failed_wizard,1690018,defeat,5.350000000000016,93,9,5,165,15,2,327.0,76.0
random,failed_wizard,1690019,defeat,-7.670000000000034,77,8,4,129,13,2,195.0,76.0
heuristic,failed_wizard,1690019,win,117.25999999999993,130,10,6,297,15,3,410.0,75.0
linear_q,failed_wizard,1690019,defeat,-10.760000000000037,122,9,4,129,15,1,380.0,84.0
random,failed_wizard,1690020,defeat,14.429999999999978,103,9,6,198,16,1,308.0,80.0
heuristic,failed_wizard,1690020,win,139.56999999999988,128,10,8,378,17,0,464.0,60.0
linear_q,failed_wizard,1690020,defeat,32.569999999999915,101,9,7,115,16,1,458.0,82.0
random,failed_wizard,1690021,defeat,2.0599999999999667,153,9,5,176,13,2,271.0,76.0
heuristic,failed_wizard,1690021,win,120.33999999999997,110,10,6,295,15,2,397.0,53.0
linear_q,failed_wizard,1690021,defeat,9.999999999999986,82,9,5,166,16,2,324.0,76.0
random,failed_wizard,1690022,defeat,-37.10999999999999,60,6,2,56,13,2,109.0,76.0
heuristic,failed_wizard,1690022,defeat,10.359999999999964,102,9,5,177,15,3,373.0,76.0
linear_q,failed_wizard,1690022,win,103.45000000000002,80,10,5,254,13,2,325.0,64.0
random,failed_wizard,1690023,defeat,-12.289999999999985,104,8,4,142,10,2,238.0,87.0
heuristic,failed_wizard,1690023,defeat,5.139999999999958,99,9,5,156,14,2,359.0,82.0
linear_q,failed_wizard,1690023,defeat,20.209999999999923,110,9,6,195,15,1,472.0,93.0
random,guild_assassin_apprentice,2690007,defeat,-21.470000000000024,115,8,3,95,13,1,192.0,80.0
heuristic,guild_assassin_apprentice,2690007,win,112.47000000000003,112,10,5,273,16,1,443.0,64.0
linear_q,guild_assassin_apprentice,2690007,win,109.41999999999997,127,10,5,222,15,0,347.0,41.0
random,guild_assassin_apprentice,2690008,defeat,-11.960000000000012,123,9,4,127,14,2,282.0,86.0
heuristic,guild_assassin_apprentice,2690008,win,124.91999999999997,145,10,7,324,17,1,439.0,80.0
linear_q,guild_assassin_apprentice,2690008,defeat,39.61999999999987,152,9,7,205,17,1,492.0,64.0
random,guild_assassin_apprentice,2690009,defeat,21.589999999999932,157,9,6,219,15,1,313.0,64.0
heuristic,guild_assassin_apprentice,2690009,defeat,38.22999999999991,143,9,7,223,17,1,542.0,72.0
linear_q,guild_assassin_apprentice,2690009,win,130.57999999999993,156,10,7,314,16,1,451.0,69.0
random,guild_assassin_apprentice,2690010,defeat,-14.210000000000015,114,9,4,132,13,2,266.0,91.0
heuristic,guild_assassin_apprentice,2690010,win,114.05999999999997,126,10,6,197,16,2,439.0,73.0
linear_q,guild_assassin_apprentice,2690010,defeat,5.350000000000023,126,9,5,160,15,2,364.0,80.0
random,guild_assassin_apprentice,2690011,defeat,-7.1200000000000045,92,6,4,126,14,1,192.0,64.0
heuristic,guild_assassin_apprentice,2690011,defeat,36.75999999999991,161,9,7,240,17,1,410.0,64.0
linear_q,guild_assassin_apprentice,2690011,win,149.3099999999999,192,10,8,356,17,1,540.0,53.0
random,guild_assassin_apprentice,2690012,defeat,1.6400000000000077,112,9,5,161,13,0,251.0,78.0
heuristic,guild_assassin_apprentice,2690012,defeat,13.379999999999981,91,9,5,154,15,1,302.0,64.0
linear_q,guild_assassin_apprentice,2690012,defeat,21.650000000000006,116,9,6,199,16,0,367.0,64.0
random,guild_assassin_apprentice,2690013,defeat,-10.990000000000023,116,7,4,131,14,1,256.0,78.0
heuristic,guild_assassin_apprentice,2690013,win,138.9399999999999,132,10,7,308,16,3,402.0,42.0
linear_q,guild_assassin_apprentice,2690013,defeat,9.36999999999994,119,9,5,163,15,2,330.0,64.0
random,guild_assassin_apprentice,2690014,defeat,-34.25999999999999,58,4,2,74,12,1,101.0,64.0
heuristic,guild_assassin_apprentice,2690014,win,95.84,58,10,4,226,12,4,253.0,58.0
linear_q,guild_assassin_apprentice,2690014,win,101.26999999999997,83,10,5,255,13,2,300.0,63.0
random,guild_assassin_apprentice,2690015,defeat,18.479999999999983,138,7,6,224,16,0,306.0,64.0
heuristic,guild_assassin_apprentice,2690015,defeat,37.41999999999994,129,9,7,244,17,1,409.0,70.0
linear_q,guild_assassin_apprentice,2690015,win,150.87999999999988,151,10,8,336,17,1,507.0,59.0
random,guild_assassin_apprentice,2690016,defeat,16.549999999999947,149,8,6,189,12,0,280.0,64.0
heuristic,guild_assassin_apprentice,2690016,defeat,39.619999999999926,134,9,7,246,18,0,386.0,64.0
linear_q,guild_assassin_apprentice,2690016,defeat,39.6199999999999,135,9,7,241,18,0,395.0,64.0
random,guild_assassin_apprentice,2690017,defeat,19.369999999999962,161,9,6,195,13,1,379.0,64.0
heuristic,guild_assassin_apprentice,2690017,defeat,23.709999999999937,156,9,6,195,16,1,456.0,80.0
linear_q,guild_assassin_apprentice,2690017,defeat,36.87999999999996,151,9,7,236,17,1,507.0,64.0
random,guild_assassin_apprentice,2690018,defeat,-2.249999999999986,102,9,4,137,12,4,256.0,76.0
heuristic,guild_assassin_apprentice,2690018,defeat,2.0700000000000003,113,9,4,126,14,4,430.0,74.0
linear_q,guild_assassin_apprentice,2690018,win,128.64999999999992,131,10,6,299,15,3,398.0,46.0
random,guild_assassin_apprentice,2690019,defeat,23.91999999999998,138,9,6,217,15,0,304.0,64.0
heuristic,guild_assassin_apprentice,2690019,defeat,29.81999999999993,124,9,6,188,16,1,404.0,64.0
linear_q,guild_assassin_apprentice,2690019,defeat,42.09999999999989,157,9,7,244,17,0,465.0,64.0
random,guild_assassin_apprentice,2690020,defeat,-8.17000000000002,82,5,4,113,14,0,195.0,64.0
heuristic,guild_assassin_apprentice,2690020,defeat,13.419999999999987,99,9,5,144,15,3,331.0,64.0
linear_q,guild_assassin_apprentice,2690020,defeat,37.52999999999995,116,8,7,216,17,0,368.0,64.0
random,guild_assassin_apprentice,2690021,defeat,-2.759999999999998,83,9,4,143,14,3,218.0,64.0
heuristic,guild_assassin_apprentice,2690021,defeat,24.81999999999995,129,8,6,191,16,2,308.0,64.0
linear_q,guild_assassin_apprentice,2690021,win,156.06999999999994,134,10,9,379,18,0,518.0,57.0
random,guild_assassin_apprentice,2690022,defeat,6.769999999999939,133,7,5,160,14,1,245.0,64.0
heuristic,guild_assassin_apprentice,2690022,defeat,26.349999999999923,129,9,6,210,16,1,405.0,64.0
linear_q,guild_assassin_apprentice,2690022,defeat,34.48999999999991,114,9,7,228,17,1,444.0,64.0
random,guild_assassin_apprentice,2690023,defeat,-27.19000000000002,60,7,2,96,13,2,154.0,64.0
heuristic,guild_assassin_apprentice,2690023,defeat,5.499999999999957,118,9,4,168,16,3,311.0,64.0
linear_q,guild_assassin_apprentice,2690023,win,161.69999999999987,150,10,9,401,19,0,454.0,31.0
random,guild_assassin_apprentice,2690024,defeat,-7.570000000000036,108,9,4,122,15,2,190.0,72.0
heuristic,guild_assassin_apprentice,2690024,defeat,33.2699999999999,138,9,7,242,17,0,398.0,64.0
linear_q,guild_assassin_apprentice,2690024,defeat,29.919999999999938,118,9,7,225,17,0,326.0,64.0
random,guild_assassin_apprentice,2690025,defeat,18.759999999999962,125,9,6,211,14,1,253.0,64.0
heuristic,guild_assassin_apprentice,2690025,win,137.9399999999999,117,10,7,331,16,1,455.0,50.0
linear_q,guild_assassin_apprentice,2690025,defeat,33.429999999999865,129,9,7,233,17,1,406.0,64.0
random,guild_assassin_apprentice,2690026,defeat,-23.16,94,8,3,88,12,1,204.0,80.0
heuristic,guild_assassin_apprentice,2690026,defeat,46.62999999999989,158,9,8,107,18,1,455.0,64.0
linear_q,guild_assassin_apprentice,2690026,defeat,46.129999999999875,154,9,8,243,18,0,445.0,64.0
random,hedge_witch,3690010,defeat,-0.08000000000002672,157,6,5,166,13,0,238.0,66.0
heuristic,hedge_witch,3690010,defeat,48.119999999999905,146,9,8,274,18,0,526.0,66.0
linear_q,hedge_witch,3690010,defeat,48.119999999999905,146,9,8,274,18,0,526.0,66.0
random,hedge_witch,3690011,defeat,-3.9800000000000395,111,7,4,218,15,1,212.0,66.0
heuristic,hedge_witch,3690011,win,124.77999999999996,97,10,5,267,14,5,320.0,31.0
linear_q,hedge_witch,3690011,win,124.77999999999996,97,10,5,267,14,5,320.0,31.0
random,hedge_witch,3690012,defeat,-7.550000000000026,163,6,4,118,14,1,229.0,66.0
heuristic,hedge_witch,3690012,win,139.25999999999985,181,10,7,305,16,2,476.0,46.0
linear_q,hedge_witch,3690012,win,139.25999999999985,181,10,7,305,16,2,476.0,46.0
random,hedge_witch,3690013,defeat,-24.100000000000026,100,5,3,90,12,1,136.0,66.0
heuristic,hedge_witch,3690013,win,120.49999999999997,133,10,6,262,15,2,369.0,47.0
linear_q,hedge_witch,3690013,win,120.49999999999997,133,10,6,262,15,2,369.0,47.0
random,hedge_witch,3690014,defeat,2.089999999999982,145,9,5,166,12,0,193.0,66.0
heuristic,hedge_witch,3690014,defeat,-9.579999999999998,119,9,4,118,13,1,247.0,72.0
linear_q,hedge_witch,3690014,defeat,-9.579999999999998,119,9,4,118,13,1,247.0,72.0
random,hedge_witch,3690015,defeat,-9.46000000000003,118,7,4,140,14,1,182.0,66.0
heuristic,hedge_witch,3690015,win,118.99999999999996,120,10,5,238,13,2,369.0,29.0
linear_q,hedge_witch,3690015,win,118.99999999999996,120,10,5,238,13,2,369.0,29.0
random,hedge_witch,3690016,defeat,-20.800000000000004,92,6,3,20,13,2,128.0,66.0
heuristic,hedge_witch,3690016,defeat,24.65999999999992,150,9,6,187,17,2,309.0,66.0
linear_q,hedge_witch,3690016,defeat,24.65999999999992,150,9,6,187,17,2,309.0,66.0
random,hedge_witch,3690017,defeat,-8.920000000000016,121,9,4,116,15,3,210.0,80.0
heuristic,hedge_witch,3690017,defeat,13.869999999999955,189,9,5,141,15,2,433.0,71.0
linear_q,hedge_witch,3690017,defeat,13.869999999999955,189,9,5,141,15,2,433.0,71.0
random,hedge_witch,3690018,defeat,-15.620000000000012,86,9,3,100,12,3,180.0,69.0
heuristic,hedge_witch,3690018,defeat,10.369999999999933,117,9,5,177,15,2,296.0,66.0
linear_q,hedge_witch,3690018,defeat,10.369999999999933,117,9,5,177,15,2,296.0,66.0
random,hedge_witch,3690019,defeat,-8.99000000000003,153,5,4,118,14,1,193.0,66.0
heuristic,hedge_witch,3690019,win,149.63999999999987,197,10,8,348,17,1,456.0,37.0
linear_q,hedge_witch,3690019,win,149.63999999999987,197,10,8,348,17,1,456.0,37.0
random,hedge_witch,3690020,defeat,5.579999999999927,178,8,5,153,15,1,235.0,66.0
heuristic,hedge_witch,3690020,win,124.34999999999988,149,10,6,265,15,2,381.0,42.0
linear_q,hedge_witch,3690020,win,124.34999999999988,149,10,6,265,15,2,381.0,42.0
random,hedge_witch,3690021,defeat,7.679999999999978,151,9,5,172,13,3,235.0,70.0
heuristic,hedge_witch,3690021,win,110.97999999999996,121,10,5,245,14,5,339.0,58.0
linear_q,hedge_witch,3690021,win,110.97999999999996,121,10,5,245,14,5,339.0,58.0
random,hedge_witch,3690022,defeat,22.029999999999944,143,9,6,123,16,2,438.0,66.0
heuristic,hedge_witch,3690022,win,116.24999999999994,146,10,5,269,14,4,424.0,54.0
linear_q,hedge_witch,3690022,win,116.24999999999994,146,10,5,269,14,4,424.0,54.0
random,hedge_witch,3690023,defeat,-29.24000000000001,82,9,2,61,10,4,110.0,76.0
heuristic,hedge_witch,3690023,win,109.22999999999999,102,10,6,292,14,2,415.0,77.0
linear_q,hedge_witch,3690023,win,109.22999999999999,102,10,6,292,14,2,415.0,77.0
random,hedge_witch,3690024,defeat,-35.30000000000002,85,9,2,73,12,2,156.0,85.0
heuristic,hedge_witch,3690024,win,98.39999999999995,109,10,4,300,13,3,388.0,66.0
linear_q,hedge_witch,3690024,win,98.39999999999995,109,10,4,300,13,3,388.0,66.0
random,hedge_witch,3690025,defeat,31.25999999999992,201,9,7,245,16,2,245.0,66.0
heuristic,hedge_witch,3690025,defeat,35.39999999999989,182,9,7,253,17,2,394.0,66.0
linear_q,hedge_witch,3690025,defeat,35.39999999999989,182,9,7,253,17,2,394.0,66.0
random,hedge_witch,3690026,defeat,30.289999999999907,188,9,7,224,17,1,291.0,66.0
heuristic,hedge_witch,3690026,win,152.1499999999998,197,10,8,355,17,2,451.0,41.0
linear_q,hedge_witch,3690026,win,152.1499999999998,197,10,8,355,17,2,451.0,41.0
random,hedge_witch,3690027,defeat,-25.56999999999999,107,4,3,104,12,0,103.0,66.0
heuristic,hedge_witch,3690027,win,139.01999999999987,181,10,8,332,17,1,505.0,66.0
linear_q,hedge_witch,3690027,win,139.01999999999987,181,10,8,332,17,1,505.0,66.0
random,hedge_witch,3690028,win,118.61999999999993,193,10,6,268,14,2,376.0,53.0
heuristic,hedge_witch,3690028,win,118.57999999999998,106,10,5,278,14,3,367.0,34.0
linear_q,hedge_witch,3690028,win,118.57999999999998,106,10,5,278,14,3,367.0,34.0
random,hedge_witch,3690029,defeat,8.889999999999958,157,9,6,60,14,1,304.0,83.0
heuristic,hedge_witch,3690029,win,120.56999999999995,116,10,6,292,15,3,382.0,61.0
linear_q,hedge_witch,3690029,win,120.56999999999995,116,10,6,292,15,3,382.0,61.0
random,mortuary_apprentice,4690013,defeat,-17.750000000000004,96,4,4,116,13,0,161.0,72.0
heuristic,mortuary_apprentice,4690013,defeat,23.24999999999998,114,9,7,226,17,1,405.0,90.0
linear_q,mortuary_apprentice,4690013,win,139.79999999999998,124,10,8,329,17,1,503.0,63.0
random,mortuary_apprentice,4690014,defeat,-29.21,78,9,3,88,13,1,189.0,89.0
heuristic,mortuary_apprentice,4690014,defeat,5.2600000000000335,104,9,5,179,15,1,338.0,82.0
linear_q,mortuary_apprentice,4690014,win,126.80000000000004,106,10,6,299,15,1,388.0,47.0
random,mortuary_apprentice,4690015,defeat,9.539999999999992,137,9,6,187,14,0,246.0,79.0
heuristic,mortuary_apprentice,4690015,defeat,18.899999999999977,143,9,6,183,15,0,354.0,72.0
linear_q,mortuary_apprentice,4690015,win,136.57999999999996,122,10,7,316,15,0,457.0,47.0
random,mortuary_apprentice,4690016,defeat,6.509999999999977,139,9,5,170,14,1,284.0,72.0
heuristic,mortuary_apprentice,4690016,win,113.70000000000002,127,10,6,275,16,1,383.0,72.0
linear_q,mortuary_apprentice,4690016,win,113.54,95,10,6,271,16,2,373.0,69.0
random,mortuary_apprentice,4690017,defeat,-2.1000000000000014,99,9,4,143,14,2,235.0,72.0
heuristic,mortuary_apprentice,4690017,defeat,31.490000000000002,130,9,7,221,18,0,371.0,72.0
linear_q,mortuary_apprentice,4690017,defeat,29.990000000000023,125,9,7,226,18,0,481.0,72.0
random,mortuary_apprentice,4690018,defeat,-2.519999999999982,108,9,5,158,14,2,264.0,90.0
heuristic,mortuary_apprentice,4690018,win,103.26000000000005,97,10,6,288,15,2,315.0,82.0
linear_q,mortuary_apprentice,4690018,win,130.38,142,10,7,304,16,2,475.0,61.0
random,mortuary_apprentice,4690019,defeat,-6.160000000000004,108,8,4,176,12,3,202.0,83.0
heuristic,mortuary_apprentice,4690019,defeat,35.71999999999999,127,9,7,236,17,2,373.0,72.0
linear_q,mortuary_apprentice,4690019,defeat,23.02000000000003,116,8,6,210,16,2,330.0,72.0
random,mortuary_apprentice,4690020,defeat,-6.190000000000033,121,7,4,131,13,1,201.0,72.0
heuristic,mortuary_apprentice,4690020,defeat,7.0300000000000225,118,9,5,172,15,1,358.0,72.0
linear_q,mortuary_apprentice,4690020,win,129.26,127,10,6,304,15,1,435.0,37.0
random,mortuary_apprentice,4690021,defeat,-38.78000000000001,69,4,2,54,11,1,99.0,72.0
heuristic,mortuary_apprentice,4690021,defeat,24.970000000000027,116,7,6,187,16,1,313.0,72.0
linear_q,mortuary_apprentice,4690021,defeat,48.669999999999945,173,9,8,246,18,1,556.0,72.0
random,mortuary_apprentice,4690022,defeat,22.839999999999996,184,9,7,233,17,0,379.0,90.0
heuristic,mortuary_apprentice,4690022,win,105.43000000000004,112,10,6,338,13,2,367.0,90.0
linear_q,mortuary_apprentice,4690022,defeat,-2.730000000000011,119,7,5,161,15,0,331.0,89.0
random,mortuary_apprentice,4690023,defeat,18.78,119,9,6,203,16,2,282.0,72.0
heuristic,mortuary_apprentice,4690023,win,121.68000000000002,120,10,7,338,16,3,436.0,95.0
linear_q,mortuary_apprentice,4690023,defeat,31.269999999999996,119,9,7,241,17,2,292.0,80.0
random,mortuary_apprentice,4690024,defeat,-22.750000000000032,105,9,3,85,11,3,212.0,90.0
heuristic,mortuary_apprentice,4690024,defeat,32.42999999999998,151,9,7,205,17,1,391.0,72.0
linear_q,mortuary_apprentice,4690024,win,127.39999999999996,136,10,7,300,16,2,463.0,78.0
random,mortuary_apprentice,4690025,defeat,-26.560000000000002,80,4,3,87,11,1,136.0,75.0
heuristic,mortuary_apprentice,4690025,defeat,22.32999999999999,157,9,7,201,17,1,461.0,90.0
linear_q,mortuary_apprentice,4690025,defeat,8.780000000000008,125,9,6,203,16,1,431.0,104.0
random,mortuary_apprentice,4690026,defeat,-4.290000000000006,90,7,4,128,13,2,254.0,72.0
heuristic,mortuary_apprentice,4690026,defeat,23.12000000000004,121,9,6,279,16,2,388.0,72.0
linear_q,mortuary_apprentice,4690026,win,131.98000000000002,119,10,7,407,16,2,466.0,66.0
random,mortuary_apprentice,4690027,defeat,17.37000000000002,127,8,6,204,16,1,273.0,72.0
heuristic,mortuary_apprentice,4690027,defeat,-3.1799999999999784,84,9,4,131,15,3,259.0,72.0
linear_q,mortuary_apprentice,4690027,win,119.93,89,10,6,292,16,3,392.0,66.0
random,mortuary_apprentice,4690028,defeat,-27.159999999999997,75,4,3,48,14,0,147.0,72.0
heuristic,mortuary_apprentice,4690028,defeat,19.21000000000003,107,9,6,202,16,1,287.0,72.0
linear_q,mortuary_apprentice,4690028,win,162.15999999999994,181,10,10,360,19,0,603.0,62.0
random,mortuary_apprentice,4690029,defeat,12.879999999999967,130,9,6,203,15,1,281.0,90.0
heuristic,mortuary_apprentice,4690029,defeat,23.510000000000026,107,9,6,202,16,1,402.0,72.0
